1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
45	-0.763644	42.688067	86.876050	0.034883	3.2
46	-0.725041	43.688067	85.533051	0.031191	3.3
47	-0.708276	44.688067	84.230941	0.029501	3.4
48	-0.698141	45.688067	82.967882	0.033760	3.3
49	-0.716373	46.688067	81.742144	0.040554	3.3
50	-0.744249	47.688067	80.552095	0.035655	3.4
51	-0.734802	48.688067	79.396200	0.035126	3.3
52	-0.757310	49.688067	78.273009	0.040308	3.8
53	-0.739899	50.688067	77.181153	0.034537	3.9
54	-0.724150	51.688067	76.119340	0.027740	3.9
55	-0.740085	52.688067	75.086346	0.028269	3.5
56	-0.736037	53.688067	74.081014	0.031128	3.2
57	-0.732874	54.688067	73.102246	0.044598	3.2
58	-0.684759	55.688067	72.149005	0.032138	3.1
59	-0.740855	56.688067	71.220303	0.026874	3.2
60	-0.721492	57.688067	70.315207	0.028169	3.2
61	-0.731507	58.688067	69.432826	0.029510	3.3
62	-0.773364	59.688067	68.572317	0.040628	3.3
63	-0.679256	60.688067	67.732876	0.037454	3.2
64	-0.760167	61.688067	66.913739	0.039618	3.2
65	-0.732802	62.688067	66.114177	0.038294	3.2
66	-0.713715	63.688067	65.333499	0.040879	3.3
67	-0.693416	64.688067	64.571041	0.026106	3.2
68	-0.768718	65.688067	63.826175	0.024246	3.1
69	-0.741336	66.688067	63.098297	0.025050	3.5
70	-0.764592	67.688067	62.386834	0.028995	3.2
71	-0.754877	68.688067	61.691236	0.031847	3.2
72	-0.762110	69.688067	61.010978	0.033232	3.4
73	-0.740043	70.688067	60.345559	0.023937	3.3
74	-0.731284	71.688067	59.694499	0.023250	3.3
75	-0.748469	72.688067	59.057337	0.024289	3.4
76	-0.748062	73.688067	58.433632	0.030972	3.5
77	-0.722151	74.688067	57.822965	0.025445	3.2
78	-0.786956	75.688067	57.224928	0.027222	3.4
79	-0.733289	76.688067	56.639136	0.025447	3.2
80	-0.731153	77.688067	56.065215	0.026508	3.4
81	-0.790848	78.688067	55.502809	0.028389	3.2
82	-0.774775	79.688067	54.951573	0.024035	3.1
83	-0.741286	80.688067	54.411180	0.018107	3.3
84	-0.787032	81.688067	53.881311	0.020990	3.1
85	-0.744108	82.688067	53.361663	0.017688	3.3
86	-0.765874	83.688067	52.851943	0.025346	3.2
87	-0.746956	84.688067	52.351868	0.029202	3.3
88	-0.744380	85.688067	51.861167	0.029257	3.3
89	-0.730395	86.688067	51.379580	0.024373	3.9
90	-0.738129	87.688067	50.906855	0.020696	3.6
91	-0.782372	88.688067	50.442750	0.026612	3.1
92	-0.765262	89.688067	49.987030	0.027333	3.3
93	-0.757495	90.688067	49.539471	0.018570	3.4
94	-0.781760	91.688067	49.099855	0.018844	3.2
95	-0.740453	92.688067	48.667972	0.020255	3.3
96	-0.764150	93.688067	48.243622	0.029122	3.2
97	-0.762717	94.688067	47.826607	0.026476	3.1
98	-0.731433	95.688067	47.416740	0.027055	3.4
99	-0.767881	96.688067	47.013838	0.027847	3.2
100	-0.748948	97.688067	46.617725	0.024425	3.2
101	-0.739548	98.688067	46.228232	0.023390	3.3
102	-0.732212	99.688067	45.845193	0.033107	3.3
103	-0.780016	100.688067	45.468449	0.035333	3.3
104	-0.738006	101.688067	45.097847	0.029339	3.3
105	-0.793172	102.688067	44.733238	0.023611	3.7
106	-0.748908	103.688067	44.374477	0.017830	3.2
107	-0.746695	104.688067	44.021424	0.016001	3.8
108	-0.781282	105.688067	43.673945	0.021780	3.4
109	-0.779785	106.688067	43.331909	0.023184	3.2
110	-0.726640	107.688067	42.995189	0.017249	4.0
111	-0.750994	108.688067	42.663661	0.016687	3.2
112	-0.784300	109.247953	42.480266	0.018598	3.2
113	-0.736700	110.247953	42.156602	0.016396	3.2
114	-0.798961	111.247953	41.837832	0.016488	3.5
115	-0.759156	112.247953	41.523848	0.016711	3.3
116	-0.787671	113.247953	41.214540	0.020651	3.4
117	-0.738658	114.247953	40.909807	0.015643	3.2
118	-0.761816	115.247953	40.609547	0.016782	3.1
119	-0.757832	116.247953	40.313663	0.020594	3.3
120	-0.756547	117.247953	40.022059	0.019346	3.5
121	-0.773491	118.247953	39.734643	0.018396	3.2
122	-0.737410	119.247953	39.451326	0.014874	3.4
123	-0.730367	120.247953	39.172020	0.014936	3.2
124	-0.804655	121.001702	38.964094	0.026052	3.3
125	-0.778463	122.001702	38.691621	0.018549	3.2
126	-0.757899	123.001702	38.422933	0.019216	3.2
127	-0.753750	124.001654	38.157963	0.017100	3.3
128	-0.776203	125.001654	37.896610	0.012225	3.2
129	-0.778338	126.001654	37.638813	0.015340	3.4
130	-0.773014	127.001654	37.384499	0.011863	3.4
131	-0.754433	127.238005	37.324893	0.018506	3.2
132	-0.758730	128.238005	37.074790	0.015699	3.1
133	-0.737894	129.238005	36.828016	0.013097	3.3
134	-0.743452	130.238005	36.584506	0.015255	3.3
135	-0.739160	131.238005	36.344195	0.020306	3.3
136	-0.730834	132.238005	36.107020	0.019389	3.2
137	-0.740297	133.238005	35.872920	0.019979	3.3
138	-0.754565	134.238005	35.641837	0.014577	3.2
139	-0.763214	135.238005	35.413712	0.019898	3.4
140	-0.762493	136.238005	35.188488	0.014037	3.2
141	-0.782917	137.238005	34.966111	0.021670	3.2
142	-0.773541	138.238005	34.746527	0.016819	3.4
143	-0.780333	139.238005	34.529684	0.019828	3.2
144	-0.762867	138.926073	34.597034	0.013714	3.4
145	-0.757437	139.926073	34.382046	0.014125	3.3
146	-0.800533	139.634088	34.444543	0.020092	3.3
147	-0.785312	140.634088	34.231441	0.021863	3.6
148	-0.754505	141.634088	34.020959	0.017592	3.3
149	-0.705923	142.634088	33.813051	0.014768	4.3
150	-0.770983	142.322155	33.877631	0.013360	3.3
151	-0.761255	143.322155	33.671465	0.015687	3.2
152	-0.734210	144.322155	33.467793	0.018645	3.6
153	-0.758421	145.322155	33.266571	0.016839	3.7
154	-0.796937	146.322155	33.067753	0.018346	3.3
155	-0.771677	147.322155	32.871298	0.019673	3.3
156	-0.753081	148.322155	32.677163	0.012768	3.2
157	-0.737297	149.322155	32.485308	0.015410	3.3
158	-0.796908	150.208023	32.317222	0.018473	3.4
159	-0.746213	151.208023	32.129558	0.017179	3.3
160	-0.750908	152.208023	31.944061	0.015552	3.2
161	-0.782267	153.208023	31.760694	0.018679	3.3
162	-0.770341	154.208023	31.579420	0.016771	3.3
163	-0.786577	155.208023	31.400203	0.019063	3.2
164	-0.758822	156.208023	31.223009	0.014342	3.2
165	-0.809479	157.208023	31.047804	0.012829	3.2
166	-0.745859	156.896397	31.102191	0.016465	3.3
167	-0.765852	157.896397	30.928335	0.013777	3.4
168	-0.775902	158.896397	30.756412	0.016682	3.2
169	-0.737769	159.896385	30.586392	0.018197	3.6
170	-0.749632	160.896385	30.418239	0.017279	3.2
171	-0.786525	161.896385	30.251925	0.018226	4.0
172	-0.764808	161.584834	30.303545	0.014561	3.4
173	-0.780043	162.584834	30.138479	0.010739	3.7
174	-0.750251	163.573514	29.977040	0.023418	3.9
175	-0.745122	164.573514	29.815503	0.018444	4.4
176	-0.751025	165.573514	29.655697	0.018565	3.9
177	-0.745496	166.573514	29.497596	0.018102	3.9
178	-0.760475	167.573514	29.341171	0.009263	4.2
179	-0.746882	167.265457	29.389182	0.014307	4.0
180	-0.776388	166.966129	29.435983	0.013257	3.7
181	-0.775342	167.322453	29.380287	0.015904	3.8
182	-0.747286	168.322452	29.225101	0.013331	3.9
183	-0.763903	169.322452	29.071545	0.014379	4.2
184	-0.789064	169.631010	29.024489	0.016246	4.0
185	-0.787993	170.631010	28.873029	0.015556	3.9
186	-0.747236	171.631010	28.723141	0.010653	4.4
187	-0.765770	172.625957	28.575547	0.015425	3.8
188	-0.751796	173.623629	28.429064	0.020651	3.7
189	-0.773788	174.623629	28.283739	0.017138	4.0
190	-0.782540	175.623629	28.139892	0.014697	3.9
191	-0.758563	175.311696	28.184605	0.014512	3.8
192	-0.723633	176.311696	28.041762	0.015037	3.7
193	-0.794301	177.311696	27.900360	0.013313	3.8
194	-0.773832	177.436789	27.882772	0.014612	4.1
195	-0.760732	178.436789	27.742964	0.013632	3.5
196	-0.785252	179.395745	27.610205	0.015970	3.2
197	-0.760743	180.220560	27.497030	0.012308	3.2
198	-0.773137	181.220560	27.361054	0.020464	3.2
199	-0.758065	180.908627	27.403325	0.018966	3.3
200	-0.795073	181.908627	27.268272	0.013931	3.2
201	-0.753391	182.908625	27.134545	0.019209	3.3
202	-0.732687	183.908599	27.002125	0.013784	3.3
203	-0.761038	184.908599	26.870989	0.015613	3.3
204	-0.771893	185.152219	26.839234	0.020055	3.2
205	-0.751192	186.152219	26.709671	0.018083	3.4
206	-0.759262	187.152219	26.581353	0.019073	3.6
207	-0.782782	188.152219	26.454263	0.016031	3.2
208	-0.790796	188.827154	26.369169	0.014849	3.3
209	-0.735023	189.827154	26.244094	0.012696	3.3
210	-0.764360	190.827130	26.120203	0.019653	3.4
211	-0.774411	191.827130	25.997474	0.017200	3.6
212	-0.794122	192.827130	25.875892	0.011968	3.3
213	-0.765320	193.827130	25.755442	0.016128	3.5
214	-0.723562	194.826628	25.636168	0.013385	3.3
215	-0.799570	195.826628	25.517935	0.017396	3.3
216	-0.774166	196.826628	25.400787	0.015928	3.5
217	-0.794114	197.826628	25.284709	0.017257	3.5
218	-0.763646	198.826628	25.169688	0.012271	3.2
219	-0.740676	199.826628	25.055709	0.013194	3.4
220	-0.768849	199.515112	25.091104	0.014032	3.3
221	-0.762028	200.515112	24.977834	0.015280	3.2
222	-0.776560	201.515111	24.865582	0.014789	3.1
223	-0.724088	202.515111	24.754334	0.012785	3.3
224	-0.783716	202.203204	24.788926	0.012135	3.3
225	-0.807065	203.203061	24.678377	0.017576	3.3
226	-0.768476	202.891132	24.712759	0.020401	3.4
227	-0.781910	203.891132	24.602872	0.018258	3.3
228	-0.768140	204.891132	24.493957	0.013022	3.1
229	-0.779002	205.877901	24.387425	0.015443	3.2
230	-0.733304	205.565968	24.421001	0.020307	3.1
231	-0.777520	206.565968	24.313687	0.016993	3.2
232	-0.751378	207.565968	24.207312	0.012557	3.5
233	-0.763401	208.565968	24.101864	0.015873	3.5
234	-0.764680	209.565289	23.997401	0.020518	3.2
235	-0.774566	210.565289	23.893770	0.018605	3.3
236	-0.779199	211.565289	23.791030	0.012999	3.3
237	-0.766966	212.565289	23.689169	0.013531	3.1
238	-0.754723	213.565289	23.588178	0.016203	3.5
239	-0.764416	214.565289	23.488043	0.011946	3.6
240	-0.765021	215.093355	23.435508	0.015653	3.2
241	-0.732120	216.093152	23.336683	0.016799	3.3
242	-0.760697	217.093149	23.238668	0.018244	3.3
243	-0.760997	218.093149	23.141473	0.013295	3.6
244	-0.764189	219.093149	23.045088	0.013621	3.2
245	-0.786010	219.771302	22.980179	0.017270	3.1
246	-0.745899	220.771302	22.885130	0.012945	3.2
247	-0.764386	221.771302	22.790864	0.012735	3.5
248	-0.786636	222.770849	22.697413	0.013012	3.6
249	-0.783397	223.735217	22.607975	0.015087	3.1
250	-0.776548	224.735217	22.515974	0.017079	3.5
251	-0.779485	224.901437	22.500754	0.016622	3.2
252	-0.769865	225.901437	22.409621	0.011442	3.2
253	-0.755681	225.589509	22.437969	0.016354	3.3
254	-0.764791	225.875849	22.411944	0.016390	3.3
255	-0.757201	226.875849	22.321528	0.014693	3.4
256	-0.794057	226.563916	22.349653	0.017172	3.3
257	-0.756430	227.563916	22.259738	0.015888	3.3
258	-0.721158	228.563916	22.170544	0.014449	3.3
259	-0.760387	229.563916	22.082061	0.015174	4.1
260	-0.764213	230.563915	21.994282	0.013903	3.9
261	-0.749174	230.351026	22.012911	0.015617	3.4
262	-0.763322	230.043677	22.039861	0.013988	3.2
263	-0.721083	230.861924	21.968258	0.014357	3.7
264	-0.747559	231.861922	21.881380	0.015153	3.4
265	-0.726124	231.549989	21.908406	0.013761	3.2
266	-0.770216	231.238056	21.935499	0.016444	3.2
267	-0.752866	232.237826	21.848899	0.010226	3.5
268	-0.739057	233.237736	21.762968	0.012618	3.8
269	-0.789916	233.339836	21.754232	0.017851	3.3
270	-0.793880	234.339836	21.669034	0.013632	3.2
271	-0.774674	234.027903	21.695539	0.016809	3.1
272	-0.747537	235.027903	21.610800	0.017740	3.3
273	-0.781788	236.027903	21.526720	0.012053	3.2
274	-0.764087	237.027903	21.443292	0.018018	3.1
275	-0.739548	237.819361	21.377719	0.015308	3.2
276	-0.784936	238.819361	21.295440	0.017002	3.4
277	-0.782531	238.507428	21.321038	0.015203	3.4
278	-0.753480	239.507428	21.239194	0.015953	3.5
279	-0.802057	240.507428	21.157975	0.012597	3.2
280	-0.757271	240.195497	21.183243	0.017641	3.2
281	-0.790687	241.195496	21.102451	0.013415	3.4
282	-0.757325	242.062995	21.032862	0.014807	3.3
283	-0.791312	243.062995	20.953211	0.013431	3.2
284	-0.697690	244.062992	20.874162	0.015296	3.3
285	-0.747264	245.062992	20.795706	0.013518	3.5
286	-0.753842	244.751453	20.820084	0.010420	3.2
287	-0.747784	245.751452	20.742034	0.015340	3.2
288	-0.790518	246.751451	20.664567	0.014026	3.4
289	-0.728052	247.751276	20.587689	0.017847	3.2
290	-0.729430	248.751276	20.511368	0.014243	3.3
291	-0.779370	249.751276	20.435611	0.017800	3.2
292	-0.751973	250.655355	20.367600	0.014837	3.2
293	-0.792247	250.343422	20.391015	0.017897	3.3
294	-0.753192	251.343422	20.316142	0.014929	3.6
295	-0.738429	252.343422	20.241818	0.011585	3.3
296	-0.770276	252.032477	20.264870	0.014140	3.3
297	-0.727264	253.032477	20.190920	0.018692	3.2
298	-0.811139	252.736953	20.212718	0.014044	3.2
299	-0.775103	253.621225	20.147633	0.014378	3.9
300	-0.766909	254.621225	20.074534	0.013925	3.2
301	-0.755641	255.396302	20.018241	0.014767	3.6
302	-0.780324	256.396302	19.946076	0.017675	3.4
303	-0.741748	257.396302	19.874430	0.013559	3.2
304	-0.754337	258.396302	19.803296	0.011457	3.8
305	-0.723724	259.369066	19.734587	0.015011	3.2
306	-0.733642	259.173087	19.748391	0.014106	3.2
307	-0.748979	260.173050	19.678158	0.013031	3.4
308	-0.764725	261.173050	19.608420	0.013681	3.4
309	-0.782773	262.173049	19.539175	0.011761	3.6
310	-0.758262	263.172296	19.470468	0.012551	3.1
311	-0.760194	262.860363	19.491864	0.014991	3.2
312	-0.782904	262.548638	19.513293	0.016005	3.3
313	-0.753618	263.548638	19.444717	0.011980	3.2
314	-0.741653	264.548638	19.376621	0.014365	3.3
315	-0.788627	265.548630	19.309001	0.012605	3.1
316	-0.789861	266.498288	19.245220	0.016610	3.2
317	-0.731053	267.498288	19.178511	0.013845	3.3
318	-0.724321	267.186355	19.199270	0.012449	3.3
319	-0.761620	266.874518	19.220068	0.013592	3.2
320	-0.728822	267.874497	19.153535	0.015064	3.2
321	-0.805294	268.509012	19.111556	0.017479	3.1
322	-0.767964	269.509012	19.045770	0.016851	3.4
323	-0.767890	270.509012	18.980434	0.019012	3.1
324	-0.775566	270.197079	19.000766	0.015324	3.2
325	-0.775920	271.197079	18.935739	0.013982	3.1
326	-0.780405	272.143768	18.874587	0.013239	3.4
327	-0.776201	271.831835	18.894693	0.014400	3.3
328	-0.742904	272.831835	18.830389	0.015486	3.3
329	-0.765848	273.831835	18.766521	0.015799	3.4
330	-0.769513	273.519902	18.786397	0.014264	3.2
331	-0.766800	273.270127	18.802342	0.013618	3.4
332	-0.747087	274.270126	18.738664	0.016815	3.1
333	-0.762308	275.270126	18.675415	0.010625	3.3
334	-0.801492	276.270027	18.612599	0.014810	3.3
335	-0.716963	275.958229	18.632141	0.016646	3.4
336	-0.744983	276.958213	18.569610	0.013553	3.5
337	-0.774108	276.648917	18.588906	0.012964	3.2
338	-0.726610	277.644761	18.526920	0.014828	3.3
339	-0.750501	277.574779	18.531263	0.014373	3.1
340	-0.780781	278.574779	18.469404	0.012713	3.4
341	-0.763519	279.574779	18.407957	0.014368	3.2
342	-0.765221	280.574779	18.346918	0.014240	3.1
343	-0.771246	281.574779	18.286282	0.013189	3.2
344	-0.785071	281.262846	18.305153	0.013546	3.5
345	-0.777899	282.262846	18.244793	0.014949	3.2
346	-0.768334	283.262845	18.184829	0.012864	3.2
347	-0.769175	284.245957	18.126260	0.012542	3.2
348	-0.781040	285.079204	18.076915	0.012463	3.4
349	-0.740678	284.887649	18.088235	0.016989	3.2
350	-0.760995	284.575716	18.106700	0.011401	3.3
351	-0.751805	285.575716	18.047639	0.013426	3.2
352	-0.748082	285.272640	18.065498	0.014985	3.3
353	-0.751998	284.960718	18.083915	0.011699	3.4
354	-0.757421	285.960712	18.025003	0.010128	3.4
355	-0.784542	285.753029	18.037206	0.017228	3.3
356	-0.764956	286.327917	18.003466	0.014379	3.2
357	-0.745426	287.327914	17.945076	0.020295	3.3
358	-0.735111	288.327914	17.887062	0.015802	3.1
359	-0.779150	289.327914	17.829423	0.015118	3.2
360	-0.750984	290.322391	17.772470	0.015013	3.3
361	-0.755730	290.927337	17.738002	0.019323	3.6
362	-0.756606	290.615404	17.755758	0.015912	3.3
363	-0.737977	291.615404	17.698961	0.014044	3.3
364	-0.756878	291.303503	17.716637	0.017019	3.2
365	-0.755827	292.303503	17.660089	0.012121	3.4
366	-0.773264	293.303501	17.603901	0.013429	3.2
367	-0.768547	294.301125	17.548202	0.014862	3.8
368	-0.750558	293.989192	17.565580	0.011035	3.4
369	-0.764366	293.941035	17.568265	0.012148	3.3
370	-0.769661	293.629332	17.585670	0.012192	3.2
371	-0.769063	293.478830	17.594086	0.014765	4.2
372	-0.776745	294.459219	17.539407	0.017161	3.8
373	-0.766516	295.459219	17.483983	0.018521	3.4
374	-0.746485	295.147286	17.501234	0.017152	3.2
375	-0.738664	296.147286	17.446051	0.018384	3.3
376	-0.761840	297.147286	17.391215	0.018089	3.4
377	-0.731276	298.147286	17.336722	0.013122	3.3
378	-0.761197	299.147286	17.282569	0.011572	3.3
379	-0.745560	300.147286	17.228754	0.013295	3.4
380	-0.777392	301.147286	17.175273	0.015377	3.6
381	-0.766059	302.147286	17.122123	0.011545	3.2
382	-0.746188	301.835830	17.138642	0.017643	3.1
383	-0.733884	302.835830	17.085718	0.008856	3.3
384	-0.733885	302.525422	17.102111	0.011548	3.3
385	-0.753250	303.478719	17.051866	0.013097	3.3
386	-0.780015	303.364446	17.057874	0.012381	3.3
387	-0.765586	304.361574	17.005597	0.015011	3.3
388	-0.758329	304.049648	17.021916	0.017197	3.1
389	-0.754508	305.049648	16.969709	0.012900	4.4
390	-0.749090	306.049648	16.917822	0.014362	3.2
391	-0.735654	305.737718	16.933973	0.014142	3.3
392	-0.765968	306.737694	16.882305	0.014054	3.3
393	-0.753405	307.737693	16.830950	0.013337	3.4
394	-0.757850	308.292289	16.802603	0.017524	3.7
395	-0.748924	309.292289	16.751731	0.016893	3.6
396	-0.742858	310.292289	16.701167	0.012797	3.2
397	-0.755970	311.292289	16.650906	0.013184	3.7
398	-0.774842	312.292055	16.600959	0.012586	3.3
399	-0.766329	311.981435	16.616445	0.014719	3.4
400	-0.744760	312.981428	16.566693	0.017622	3.2
401	-0.726761	313.981428	16.517237	0.015861	3.5
402	-0.733204	314.981428	16.468076	0.018108	3.6
403	-0.769992	315.981428	16.419207	0.010825	3.2
404	-0.741961	316.981423	16.370627	0.019526	3.6
405	-0.758297	317.967361	16.323010	0.014225	3.3
406	-0.746092	318.967349	16.274997	0.012482	3.1
407	-0.768165	319.947295	16.228220	0.015301	3.3
408	-0.755154	319.642001	16.242764	0.017293	3.4
409	-0.719281	320.642001	16.195221	0.019149	3.3
410	-0.747522	321.642001	16.147955	0.014240	3.3
411	-0.741815	321.330068	16.162669	0.016090	3.2
412	-0.782785	321.076532	16.174649	0.013650	3.1
413	-0.780723	320.764704	16.189406	0.014434	3.8
414	-0.790867	321.764704	16.142175	0.015436	3.2
415	-0.756639	321.452780	16.156878	0.012081	3.3
416	-0.724303	321.141145	16.171594	0.015157	3.4
417	-0.739794	322.127143	16.125124	0.016780	3.5
418	-0.776479	323.127143	16.078266	0.014878	3.4
419	-0.761662	324.127143	16.031679	0.017868	3.2
420	-0.811559	325.127143	15.985362	0.014789	3.2
421	-0.742514	326.127143	15.939312	0.016483	3.5
422	-0.742100	327.127143	15.893526	0.011765	3.2
423	-0.760256	328.127143	15.848002	0.018998	3.3
424	-0.801388	329.127143	15.802739	0.014654	3.4
425	-0.742025	329.578611	15.782388	0.015660	3.3
426	-0.754118	330.578611	15.737498	0.016252	3.4
427	-0.775416	331.578611	15.692863	0.015223	3.4
428	-0.799188	331.266679	15.706759	0.013217	3.3
429	-0.780625	332.266679	15.662297	0.013139	3.2
430	-0.769063	331.960298	15.675893	0.013253	3.3
431	-0.735059	332.960292	15.631606	0.012374	3.3
432	-0.753203	333.960292	15.587568	0.015586	3.1
433	-0.755748	334.960292	15.543778	0.017280	3.3
434	-0.735615	334.648359	15.557411	0.017677	3.3
435	-0.761711	334.336426	15.571068	0.016438	3.4
436	-0.727413	334.024493	15.584749	0.018143	3.3
437	-0.794023	335.024493	15.540975	0.014188	3.4
438	-0.751763	334.712560	15.554603	0.013591	3.3
439	-0.793674	335.711234	15.511055	0.015245	3.3
440	-0.739788	336.711234	15.467693	0.013011	3.4
441	-0.736050	337.711234	15.424573	0.012306	3.2
442	-0.754291	338.709727	15.381757	0.012501	3.2
443	-0.753931	339.709473	15.339125	0.017112	3.4
444	-0.796727	340.043674	15.324926	0.014743	3.2
445	-0.744513	341.043674	15.282597	0.011394	3.2
446	-0.770659	341.389430	15.268016	0.011968	3.2
447	-0.765275	342.163977	15.235453	0.014355	3.2
448	-0.772124	341.852044	15.248550	0.019491	3.1
449	-0.751542	342.604748	15.216984	0.010376	3.3
450	-0.811709	343.604748	15.175249	0.014060	3.3
451	-0.753811	343.295313	15.188139	0.013822	3.3
452	-0.736812	343.066102	15.197701	0.015924	3.5
453	-0.783695	344.066102	15.156071	0.015051	3.3
454	-0.771931	343.761397	15.168732	0.015135	3.3
455	-0.777465	344.324823	15.145337	0.015589	3.2
456	-0.766784	345.324823	15.103993	0.013133	3.2
457	-0.769668	346.324822	15.062875	0.012709	3.3
458	-0.776343	347.317496	15.022278	0.015586	3.4
459	-0.792680	348.317496	14.981602	0.012125	3.3
460	-0.743316	348.906369	14.957752	0.019780	3.2
461	-0.778176	349.906368	14.917424	0.012212	3.2
462	-0.771055	350.906368	14.877314	0.017542	3.6
463	-0.755119	351.906365	14.837418	0.015375	3.4
464	-0.780660	352.906365	14.797736	0.016658	3.2
465	-0.795665	353.905608	14.758295	0.012523	3.2
466	-0.745391	353.593677	14.770585	0.014976	3.2
467	-0.782208	354.098700	14.750698	0.013818	3.3
468	-0.799069	353.786767	14.762975	0.013130	3.2
469	-0.748825	353.474953	14.775268	0.009067	3.5
470	-0.781846	354.418960	14.738115	0.015670	3.3
471	-0.729311	354.107030	14.750371	0.012156	3.5
472	-0.761867	355.107029	14.711152	0.013232	3.2
473	-0.756480	355.218818	14.706781	0.012046	3.2
474	-0.758168	354.906885	14.718985	0.010831	3.2
475	-0.758021	354.597521	14.731108	0.014561	3.3
476	-0.814283	354.285597	14.743352	0.014626	3.3
477	-0.749683	355.285597	14.704171	0.014820	3.4
478	-0.774016	354.973665	14.716370	0.014090	3.3
479	-0.760775	355.973665	14.677332	0.015094	3.3
480	-0.766768	356.973665	14.638501	0.013862	3.6
481	-0.748691	357.241010	14.628154	0.015301	3.3
482	-0.773516	358.241010	14.589582	0.014235	3.3
483	-0.778742	357.929077	14.601592	0.014551	3.5
484	-0.763271	358.929077	14.563159	0.014872	3.2
485	-0.782013	359.929077	14.524929	0.013000	4.5
486	-0.749722	360.929077	14.486898	0.016199	3.2
487	-0.775932	361.929076	14.449067	0.015511	3.1
488	-0.763358	362.929076	14.411432	0.013624	3.1
489	-0.757227	363.929076	14.373993	0.011537	3.3
490	-0.773497	363.617942	14.385620	0.015004	3.4
491	-0.827847	363.929691	14.373970	0.014650	3.4
492	-0.769106	364.929691	14.336725	0.020797	3.3
493	-0.761562	365.929691	14.299672	0.017787	3.6
494	-0.765963	366.929691	14.262811	0.012893	3.4
495	-0.788105	367.922989	14.226384	0.017278	3.5
496	-0.798177	368.922989	14.189899	0.013680	3.5
497	-0.785071	369.922989	14.153600	0.011144	3.4
498	-0.763941	370.922947	14.117488	0.014431	3.4
499	-0.771796	371.922947	14.081559	0.013232	3.3
500	-0.728865	372.922947	14.045812	0.014940	3.4
501	-0.771466	373.922947	14.010246	0.011075	3.6
502	-0.797562	374.922945	13.974860	0.015027	3.3
503	-0.745826	374.611012	13.985879	0.010992	3.3
504	-0.755646	375.369599	13.959112	0.015365	3.3
505	-0.739172	376.350312	13.924659	0.014648	3.2
506	-0.791923	377.350299	13.889704	0.012152	3.1
507	-0.751312	377.038366	13.900589	0.013023	3.3
508	-0.776013	378.034861	13.865876	0.018973	3.5
509	-0.796231	379.034861	13.831214	0.010773	3.3
510	-0.768796	380.034861	13.796725	0.015616	3.3
511	-0.814553	380.969327	13.764652	0.012280	3.2
512	-0.772051	380.657394	13.775341	0.019311	3.2
513	-0.746897	381.657394	13.741130	0.010597	3.1
514	-0.789161	381.346234	13.751757	0.012950	3.3
