1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
43	-1.330918	32.406754	15.483484	0.005994	3.6
44	-1.415513	33.406754	15.198897	0.009319	3.3
45	-1.402302	34.406754	14.924582	0.008454	3.5
46	-1.377260	35.406754	14.659993	0.008475	3.3
47	-1.374473	35.383896	14.665936	0.008985	3.3
48	-1.366123	36.383896	14.410360	0.005002	3.4
49	-1.348495	37.379665	14.164566	0.005448	3.5
50	-1.371256	38.379525	13.926057	0.005818	3.7
51	-1.385474	39.379519	13.695416	0.002787	3.5
52	-1.380917	39.377122	13.695960	0.004267	3.4
53	-1.353630	39.355477	13.700871	0.003902	3.2
54	-1.377680	40.226344	13.505994	0.005295	3.2
55	-1.382052	40.239524	13.503087	0.010683	3.4
56	-1.363725	41.239524	13.286134	0.009944	3.1
57	-1.364252	42.239266	13.076095	0.007613	3.6
58	-1.370894	43.239261	12.872543	0.009012	3.0
59	-1.377659	43.216359	12.877134	0.005492	3.2
60	-1.420582	44.216359	12.679681	0.007883	3.8
61	-1.360528	44.193458	12.684135	0.008199	3.0
62	-1.388762	45.193458	12.492513	0.005402	3.2
63	-1.400694	46.177417	12.309533	0.011836	3.6
64	-1.406771	46.685175	12.217190	0.007305	2.9
65	-1.361023	47.685175	12.039318	0.004270	3.6
66	-1.375299	48.491152	11.899682	0.003462	3.3
67	-1.390716	49.038287	11.806723	0.006215	3.1
68	-1.393084	49.015387	11.810584	0.005856	3.4
69	-1.399953	50.015386	11.644274	0.008299	3.5
70	-1.356399	51.015386	11.482583	0.006580	3.3
71	-1.390821	52.015386	11.325320	0.007208	3.1
72	-1.360178	51.992484	11.328874	0.008500	3.2
73	-1.384990	52.992484	11.175765	0.007106	3.1
74	-1.365999	53.992484	11.026740	0.004112	3.3
75	-1.378226	53.969663	11.030097	0.007367	3.2
76	-1.354150	54.967700	10.885187	0.008737	3.1
77	-1.381338	55.967697	10.743762	0.008722	3.2
78	-1.367283	56.967697	10.605965	0.004355	3.0
79	-1.404113	57.967688	10.471658	0.003992	3.6
80	-1.412660	57.944795	10.474695	0.004958	3.4
81	-1.396430	58.309088	10.426581	0.007291	3.0
82	-1.438752	58.291239	10.428928	0.013943	3.4
83	-1.361996	59.291239	10.299039	0.011735	3.2
84	-1.385343	60.291239	10.172346	0.005092	3.5
85	-1.364726	61.291239	10.048732	0.006468	3.3
86	-1.390349	62.282785	9.929094	0.006665	3.3
87	-1.353883	62.259883	9.931825	0.016211	3.2
88	-1.375928	63.259883	9.813954	0.005712	4.2
89	-1.389039	64.259883	9.698848	0.004440	3.6
90	-1.368903	64.238037	9.701334	0.005196	3.4
91	-1.369135	64.409253	9.681886	0.009518	3.4
92	-1.344905	65.409253	9.569839	0.007823	3.3
93	-1.364569	66.409253	9.460356	0.007082	3.4
94	-1.390778	67.409253	9.353349	0.004304	4.0
95	-1.359144	68.409232	9.248739	0.005584	3.3
96	-1.343534	68.484628	9.240946	0.008489	3.3
97	-1.354161	69.484627	9.138819	0.002738	3.4
98	-1.367173	69.461747	9.141130	0.003528	3.3
99	-1.393106	69.444930	9.142830	0.004321	3.3
100	-1.355500	69.463053	9.140999	0.006165	3.1
101	-1.372066	69.725801	9.114526	0.006232	4.5
102	-1.345637	69.719792	9.115129	0.004330	3.6
103	-1.360051	70.719713	9.015757	0.007682	3.0
104	-1.378456	70.696900	9.018000	0.003868	4.0
105	-1.372288	71.690318	8.921349	0.002673	4.1
106	-1.402812	71.671753	8.923136	0.006267	3.3
107	-1.406014	72.634107	8.831425	0.005275	3.5
108	-1.358751	73.628312	8.738639	0.004900	3.4
109	-1.362790	73.605431	8.740752	0.006781	3.4
110	-1.385389	74.572867	8.652274	0.005179	3.0
111	-1.308327	74.550003	8.654344	0.010668	4.1
112	-1.374635	75.547958	8.564890	0.005971	2.9
113	-1.363150	76.208799	8.506664	0.004126	3.6
114	-1.366530	77.198113	8.420963	0.006910	4.0
115	-1.408671	77.179798	8.422533	0.006614	3.5
116	-1.342522	77.156896	8.424499	0.011008	3.5
117	-1.358559	78.156896	8.339537	0.005452	3.3
118	-1.365489	79.156890	8.256273	0.003595	3.3
119	-1.334712	79.139970	8.257668	0.004324	3.4
120	-1.393509	79.117250	8.259542	0.005083	3.3
121	-1.356839	79.105399	8.260520	0.005774	3.9
122	-1.376014	79.271368	8.246847	0.004137	3.5
123	-1.381793	80.268396	8.165654	0.012263	3.6
124	-1.358975	80.539910	8.143819	0.011093	3.5
125	-1.348102	81.539910	8.064398	0.003601	3.3
126	-1.375852	82.473408	7.991644	0.006899	3.2
127	-1.375512	83.259319	7.931403	0.010233	3.4
128	-1.387832	84.259319	7.856052	0.008616	3.5
129	-1.379843	85.259319	7.782119	0.007212	3.5
130	-1.384921	86.199476	7.713868	0.003538	3.4
131	-1.325786	86.182130	7.715117	0.007140	3.7
132	-1.393730	86.159264	7.716763	0.007775	3.7
133	-1.403927	87.159264	7.645417	0.004372	3.6
134	-1.404855	87.744866	7.604245	0.003619	3.4
135	-1.375330	88.692991	7.538518	0.007077	3.6
136	-1.333085	88.670122	7.540090	0.004016	3.4
137	-1.380794	88.647639	7.541636	0.009553	3.3
138	-1.356891	89.614154	7.475740	0.007787	3.6
139	-1.358537	89.639559	7.474023	0.004091	3.3
140	-1.398248	90.544311	7.413400	0.002681	3.5
141	-1.359763	90.528699	7.414438	0.003719	3.5
142	-1.401039	90.533306	7.414132	0.006785	3.4
143	-1.317646	90.515531	7.415314	0.006338	3.5
144	-1.372731	91.495235	7.350735	0.010163	3.2
145	-1.368766	92.495235	7.285968	0.006021	3.7
146	-1.363801	93.495231	7.222333	0.002939	3.3
147	-1.401035	93.477242	7.223467	0.005420	3.3
148	-1.334692	93.628720	7.213922	0.009838	3.4
149	-1.340669	94.628720	7.151533	0.003824	3.3
150	-1.348134	95.556380	7.094615	0.006995	3.2
151	-1.361246	95.534793	7.095929	0.002244	3.6
152	-1.341718	96.203697	7.055431	0.005485	3.3
153	-1.388450	96.181659	7.056758	0.004840	3.2
154	-1.392288	96.645709	7.028923	0.011074	3.3
155	-1.377323	97.625728	6.970854	0.006658	3.3
156	-1.366911	98.625728	6.912582	0.006393	3.6
157	-1.368591	99.625722	6.855276	0.006568	3.5
158	-1.366730	100.129524	6.826764	0.003925	3.6
159	-1.367150	101.015545	6.777191	0.003041	3.4
160	-1.394177	100.997289	6.778205	0.013170	3.4
161	-1.354425	101.995930	6.723171	0.003436	3.6
162	-1.368699	102.995648	6.668965	0.003640	3.4
163	-1.397382	102.974805	6.670086	0.003582	3.4
164	-1.381211	102.952168	6.671304	0.005330	3.5
165	-1.330855	103.931631	6.619001	0.007251	3.6
166	-1.373721	103.908729	6.620215	0.007440	3.3
167	-1.337974	103.885827	6.621429	0.004587	3.4
168	-1.394767	103.978496	6.616519	0.010562	3.3
169	-1.361795	104.744431	6.576217	0.007250	3.2
170	-1.417942	105.744431	6.524331	0.012188	3.4
171	-1.325294	106.744431	6.473258	0.005787	3.5
172	-1.377456	107.744431	6.422978	0.006472	4.1
173	-1.377587	107.721530	6.424121	0.003039	3.5
174	-1.344483	108.701884	6.375564	0.005159	3.5
175	-1.364594	108.679132	6.376682	0.003043	3.5
176	-1.410798	108.657142	6.377764	0.004980	3.6
177	-1.389855	108.635621	6.378823	0.007177	3.3
178	-1.382602	109.635620	6.329994	0.008304	3.4
179	-1.408229	109.616165	6.330936	0.004586	3.5
180	-1.388868	110.616164	6.282835	0.006410	3.3
181	-1.384685	110.593271	6.283928	0.004794	3.7
182	-1.343159	111.374532	6.246841	0.003997	3.3
183	-1.413072	111.353843	6.247817	0.005755	3.5
184	-1.379013	112.031302	6.216000	0.004469	3.2
185	-1.356072	112.933571	6.174125	0.003628	3.4
186	-1.366739	112.911869	6.175126	0.007452	3.5
187	-1.379561	112.969963	6.172448	0.004702	3.3
188	-1.384681	112.987862	6.171623	0.004563	3.4
189	-1.388773	113.958479	6.127237	0.004250	3.4
190	-1.382202	114.820676	6.088341	0.007545	3.5
191	-1.359735	114.825830	6.088110	0.008230	3.4
192	-1.341154	115.825830	6.043615	0.009290	3.3
193	-1.374261	116.825830	5.999765	0.009550	3.6
194	-1.333066	117.825830	5.956547	0.003766	3.5
195	-1.342702	117.802940	5.957530	0.004999	3.4
196	-1.375066	117.906927	5.953070	0.011064	3.4
197	-1.353947	117.885742	5.953978	0.005162	3.5
198	-1.343642	118.204074	5.940362	0.006062	3.6
199	-1.393618	118.408480	5.931652	0.008949	3.4
200	-1.372633	119.408444	5.889408	0.009294	3.3
201	-1.342655	119.385542	5.890369	0.010696	3.6
202	-1.422641	120.385542	5.848707	0.005259	3.2
203	-1.353790	120.362641	5.849655	0.004614	3.3
204	-1.390691	121.229211	5.814014	0.006366	3.4
205	-1.382815	121.206309	5.814950	0.004547	3.4
206	-1.405018	121.183417	5.815887	0.005286	3.3
207	-1.403816	121.160586	5.816821	0.005228	3.5
208	-1.320596	121.140216	5.817654	0.005587	3.2
209	-1.328737	121.117317	5.818592	0.007837	3.2
210	-1.418107	121.094416	5.819529	0.005867	3.3
211	-1.349653	122.094416	5.778860	0.005667	3.5
212	-1.353136	122.528653	5.761377	0.002200	3.2
213	-1.350170	122.507009	5.762246	0.003671	3.5
214	-1.365699	122.489492	5.762949	0.004450	3.9
215	-1.363875	123.184630	5.735165	0.004091	3.5
216	-1.364182	123.161782	5.736074	0.010086	3.3
217	-1.343630	124.093190	5.699252	0.004506	3.8
218	-1.333899	125.093100	5.660244	0.009336	3.4
219	-1.341722	125.103690	5.659834	0.002463	3.5
220	-1.408165	125.088667	5.660416	0.004202	3.2
221	-1.353746	125.067032	5.661254	0.003947	3.5
222	-1.353145	125.044138	5.662142	0.010698	3.4
223	-1.392793	126.044137	5.623636	0.006934	3.4
224	-1.401134	127.044137	5.585649	0.004686	3.4
225	-1.380251	127.021236	5.586514	0.002752	3.5
226	-1.403442	127.013751	5.586796	0.008060	3.7
227	-1.384118	127.798561	5.557330	0.002940	3.7
228	-1.380609	127.785019	5.557835	0.002191	3.2
229	-1.359654	127.777233	5.558126	0.003669	3.3
230	-1.344166	127.792566	5.557553	0.006980	3.5
231	-1.412809	128.761812	5.521585	0.005294	3.4
232	-1.375095	129.558688	5.492361	0.006339	3.4
233	-1.341605	129.732271	5.486036	0.012773	3.4
234	-1.339367	130.732271	5.449880	0.007074	3.4
235	-1.380653	131.440398	5.424564	0.009157	3.4
236	-1.370728	132.440398	5.389211	0.005386	3.2
237	-1.343730	132.660372	5.381496	0.005683	3.4
238	-1.369917	133.235616	5.361425	0.005721	3.2
239	-1.371712	133.213044	5.362209	0.006007	3.5
240	-1.373136	133.190142	5.363006	0.011414	4.2
241	-1.363579	134.190142	5.328448	0.006044	3.5
242	-1.369620	135.190142	5.294333	0.004350	3.5
243	-1.371464	135.167245	5.295109	0.004415	3.6
244	-1.398302	135.154622	5.295537	0.008805	3.7
245	-1.338378	135.131841	5.296310	0.004476	3.9
246	-1.398251	135.108942	5.297087	0.005369	3.9
247	-1.403336	135.087068	5.297829	0.003853	3.8
248	-1.382200	135.385403	5.287723	0.003432	3.0
249	-1.405162	135.364673	5.288424	0.011372	3.3
250	-1.361554	136.364671	5.254818	0.005852	2.9
251	-1.355250	137.363750	5.221666	0.003189	3.4
252	-1.359399	137.341060	5.222414	0.007755	3.2
253	-1.409017	138.216401	5.193703	0.002512	3.2
254	-1.379977	138.194000	5.194433	0.006375	2.9
255	-1.362181	138.231229	5.193219	0.005875	3.5
256	-1.388386	138.208358	5.193965	0.003241	2.9
257	-1.354914	138.185719	5.194704	0.003564	3.1
258	-1.330588	138.178804	5.194929	0.009097	3.4
259	-1.396500	139.165790	5.162917	0.005965	3.3
260	-1.344419	140.165789	5.130882	0.008734	3.0
261	-1.351235	140.142888	5.131611	0.002589	3.2
262	-1.362790	140.170422	5.130734	0.007324	3.3
263	-1.369100	140.183961	5.130303	0.002949	3.3
264	-1.368011	140.161210	5.131028	0.003632	3.2
265	-1.378964	140.139881	5.131707	0.006645	3.0
266	-1.373396	140.258153	5.127943	0.006400	3.3
267	-1.350261	140.235251	5.128671	0.003671	3.2
268	-1.384854	141.194437	5.098342	0.005806	3.3
269	-1.343954	141.171537	5.099061	0.004402	3.1
270	-1.389672	142.153787	5.068363	0.007896	2.9
271	-1.365557	143.153776	5.037488	0.004453	3.3
272	-1.385523	143.130881	5.038190	0.004096	3.1
273	-1.391608	143.112598	5.038752	0.006849	3.1
274	-1.394520	143.089697	5.039455	0.005039	2.8
275	-1.412011	143.134996	5.038064	0.011407	3.2
276	-1.374125	144.096435	5.008725	0.005414	3.5
277	-1.363965	145.096350	4.978572	0.004841	3.5
278	-1.394742	145.977841	4.952290	0.004196	3.5
279	-1.371737	145.954955	4.952968	0.003388	3.1
280	-1.382362	145.984148	4.952103	0.003218	3.5
281	-1.373640	145.961834	4.952764	0.005620	3.1
282	-1.383705	146.237454	4.944602	0.005548	3.5
283	-1.378353	147.237114	4.915221	0.003108	3.2
284	-1.346581	147.776360	4.899517	0.003532	3.3
285	-1.377559	147.758956	4.900022	0.005752	3.1
286	-1.343047	148.745331	4.871549	0.005789	3.0
287	-1.378641	148.722594	4.872201	0.007083	3.4
288	-1.386146	149.610815	4.846836	0.005377	3.0
289	-1.379776	150.167756	4.831065	0.009749	3.1
290	-1.381807	151.167754	4.803005	0.006881	3.2
291	-1.365473	151.336764	4.798295	0.005111	3.0
292	-1.366265	152.336057	4.770633	0.006084	3.0
293	-1.367034	153.335459	4.743284	0.005104	3.3
294	-1.395790	153.312565	4.743907	0.007073	3.1
295	-1.373810	154.304399	4.717067	0.004214	3.1
296	-1.356959	154.281498	4.717684	0.003616	3.2
297	-1.371167	154.259343	4.718280	0.006773	3.3
298	-1.395079	154.254554	4.718409	0.004162	5.0
299	-1.388980	154.231653	4.719025	0.003278	3.1
300	-1.372253	154.214485	4.719488	0.009452	3.6
301	-1.393771	155.213954	4.692719	0.004867	3.2
302	-1.356905	156.213953	4.666239	0.006654	3.2
303	-1.423502	157.213917	4.640056	0.009709	3.1
304	-1.356844	158.213910	4.614165	0.006613	3.2
305	-1.381202	159.213910	4.588562	0.001934	3.1
306	-1.397492	159.300423	4.586360	0.008641	3.0
307	-1.382402	159.298621	4.586406	0.005603	3.5
308	-1.374899	160.168314	4.564389	0.006112	3.3
309	-1.355179	160.590259	4.553783	0.007471	3.7
310	-1.388871	160.780012	4.549029	0.010973	3.2
311	-1.370091	161.780012	4.524141	0.006486	2.9
312	-1.376117	162.780011	4.499524	0.008710	3.1
313	-1.409220	162.757110	4.500085	0.006306	3.2
314	-1.372950	163.705449	4.476980	0.003754	3.4
315	-1.388949	163.682547	4.477535	0.008558	3.1
316	-1.371055	164.276990	4.463170	0.006883	3.1
317	-1.393117	165.276962	4.439210	0.003561	3.5
318	-1.371557	165.260155	4.439611	0.006458	3.2
319	-1.365587	165.985405	4.422391	0.004622	3.5
320	-1.382799	166.519729	4.409790	0.009180	2.9
321	-1.397637	167.519729	4.386398	0.003600	3.3
322	-1.344413	168.495122	4.363820	0.006150	3.2
323	-1.351223	168.791071	4.357015	0.006412	3.2
324	-1.377146	169.791012	4.334180	0.007263	3.9
325	-1.344021	169.768110	4.334701	0.003830	3.1
326	-1.380714	170.713405	4.313327	0.006249	3.1
327	-1.413195	170.741232	4.312701	0.005057	3.3
328	-1.373706	170.718330	4.313216	0.006244	3.1
329	-1.417788	171.717081	4.290863	0.003005	3.5
330	-1.346441	172.553236	4.272327	0.004151	3.1
331	-1.359464	172.626684	4.270706	0.004095	4.3
332	-1.376744	173.612781	4.249066	0.005020	3.3
333	-1.376764	174.478103	4.230257	0.005082	3.3
334	-1.359095	175.202189	4.214645	0.006786	3.4
335	-1.406677	176.134559	4.194712	0.002456	3.5
336	-1.365819	176.515496	4.186622	0.002844	3.5
337	-1.376663	176.780008	4.181022	0.004056	3.3
338	-1.322961	176.758325	4.181481	0.003709	3.3
339	-1.363134	176.766948	4.181298	0.005965	3.7
340	-1.393070	177.763243	4.160340	0.010529	3.2
341	-1.376880	177.740341	4.160819	0.006765	3.5
342	-1.353247	178.740341	4.139988	0.004240	3.4
343	-1.385900	178.720288	4.140404	0.006730	3.4
344	-1.385230	179.711989	4.119946	0.003578	3.4
345	-1.371536	179.690108	4.120396	0.005694	3.4
346	-1.353477	179.667223	4.120865	0.005022	3.3
347	-1.383752	180.603317	4.101731	0.003637	4.0
348	-1.370137	180.580442	4.102197	0.005259	3.5
349	-1.404377	180.574004	4.102328	0.004335	3.6
350	-1.374197	181.049840	4.092667	0.003589	3.4
351	-1.365097	181.930965	4.074896	0.005129	3.3
352	-1.340796	182.915913	4.055214	0.004040	3.5
353	-1.334838	182.893252	4.055665	0.006367	3.5
354	-1.337504	182.870902	4.056109	0.006900	3.9
355	-1.404356	183.629374	4.041075	0.008018	3.5
356	-1.330147	183.607900	4.041499	0.005502	3.5
357	-1.374589	184.603030	4.021938	0.007738	3.5
358	-1.305058	184.580129	4.022386	0.003422	3.5
359	-1.371686	185.569698	4.003117	0.005392	3.6
360	-1.409099	185.546802	4.003561	0.005692	3.4
361	-1.397953	185.631167	4.001926	0.008520	3.4
362	-1.370298	186.629669	3.982680	0.006144	4.0
363	-1.369259	187.629669	3.963591	0.006811	3.3
364	-1.378766	187.606768	3.964026	0.008049	3.2
365	-1.352617	188.606768	3.945114	0.007812	3.4
366	-1.380664	189.606768	3.926382	0.005584	3.3
367	-1.391605	190.606746	3.907827	0.004515	3.4
368	-1.354489	190.583847	3.908250	0.007966	3.4
369	-1.328250	191.583839	3.889866	0.003945	3.4
370	-1.364124	191.560937	3.890285	0.002954	3.6
371	-1.382700	191.553005	3.890430	0.003298	3.3
372	-1.377969	191.537713	3.890710	0.002209	3.2
373	-1.346234	191.571163	3.890098	0.003622	3.3
374	-1.353480	191.550239	3.890481	0.005507	3.4
375	-1.394154	192.375452	3.875435	0.005286	3.2
376	-1.379229	192.352553	3.875851	0.009575	3.3
377	-1.376731	193.351080	3.857796	0.006679	3.3
378	-1.396662	193.328310	3.858205	0.003444	3.3
379	-1.412669	194.308527	3.840640	0.002715	3.4
380	-1.350080	194.294624	3.840888	0.001779	3.3
381	-1.348216	194.340841	3.840064	0.004763	3.5
382	-1.413957	194.359715	3.839728	0.004549	3.6
383	-1.380944	194.336829	3.840136	0.006098	3.6
384	-1.362483	194.313999	3.840543	0.003717	3.4
385	-1.364096	195.270584	3.823556	0.009937	3.4
386	-1.386833	195.247682	3.823961	0.004583	3.5
387	-1.411358	195.280989	3.823372	0.003592	3.9
388	-1.353703	195.261919	3.823709	0.006543	3.8
389	-1.345340	196.120009	3.808597	0.004829	3.8
390	-1.370519	197.120003	3.791136	0.004903	3.5
391	-1.368269	197.872460	3.778103	0.003237	3.5
392	-1.382407	198.802357	3.762119	0.009086	3.9
393	-1.355249	198.977682	3.759121	0.003195	3.5
394	-1.371412	198.954828	3.759511	0.003844	3.4
395	-1.368268	199.013002	3.758517	0.012620	3.7
396	-1.387534	200.010693	3.741550	0.007290	3.4
397	-1.360878	199.987791	3.741938	0.004732	3.4
398	-1.357485	200.986106	3.725110	0.005253	3.4
399	-1.381174	200.963204	3.725494	0.010135	3.5
400	-1.378870	200.944308	3.725811	0.005426	3.5
401	-1.347696	200.923081	3.726168	0.003097	3.6
402	-1.387666	201.788613	3.711692	0.008174	3.7
403	-1.394167	201.765737	3.712073	0.006758	3.5
404	-1.369373	201.742839	3.712454	0.006030	3.5
405	-1.403625	201.719937	3.712836	0.005564	3.3
406	-1.405746	202.719321	3.696250	0.005795	3.3
407	-1.368211	202.696419	3.696629	0.004612	3.4
408	-1.357988	203.669306	3.680621	0.004626	3.6
409	-1.372679	204.662990	3.664414	0.005602	3.4
410	-1.352837	205.660300	3.648291	0.004403	3.3
411	-1.376672	205.637398	3.648659	0.003948	3.5
412	-1.390714	205.614552	3.649027	0.006292	3.3
413	-1.311268	205.591659	3.649396	0.003809	3.3
414	-1.373018	206.543412	3.634131	0.006577	3.4
415	-1.388020	206.521074	3.634488	0.004501	3.3
416	-1.372340	206.498242	3.634853	0.010547	3.2
417	-1.385992	207.498232	3.618945	0.003958	3.2
418	-1.414713	208.461547	3.603753	0.004916	3.5
419	-1.358536	208.438646	3.604112	0.005794	3.6
420	-1.400941	208.601499	3.601556	0.004769	3.5
421	-1.374570	208.578598	3.601915	0.007599	3.5
422	-1.349472	209.578346	3.586298	0.002335	3.4
423	-1.356894	209.555561	3.586652	0.007732	3.9
424	-1.340565	209.655611	3.585097	0.004654	3.8
425	-1.366816	209.668820	3.584891	0.008044	3.7
426	-1.378222	210.667924	3.569431	0.007661	3.8
427	-1.364580	210.645062	3.569783	0.005306	3.5
428	-1.356867	211.272318	3.560143	0.007165	3.7
429	-1.352270	212.272312	3.544881	0.007568	3.3
430	-1.341398	213.263535	3.529882	0.005707	3.5
431	-1.374294	213.240634	3.530227	0.006950	3.4
432	-1.330795	213.217757	3.530572	0.006282	3.5
433	-1.348568	213.194856	3.530917	0.005615	3.8
434	-1.406858	213.421979	3.527496	0.003499	4.1
435	-1.352036	213.889325	3.520478	0.004915	3.4
436	-1.357581	213.866488	3.520820	0.006998	3.4
437	-1.332679	214.864506	3.505922	0.005533	3.8
438	-1.358488	214.841666	3.506262	0.008765	3.4
439	-1.359067	215.841643	3.491458	0.003182	3.5
440	-1.331365	215.822148	3.491745	0.006773	3.6
441	-1.360088	215.801568	3.492049	0.004263	3.6
442	-1.358692	216.800524	3.477379	0.006867	3.7
443	-1.395514	216.777799	3.477712	0.005993	4.0
444	-1.380889	216.754897	3.478047	0.003348	3.7
445	-1.333785	216.741259	3.478246	0.004921	3.6
446	-1.374827	217.115905	3.472774	0.004570	3.5
447	-1.387340	217.570354	3.466158	0.003281	3.5
448	-1.370079	217.705764	3.464192	0.002977	3.4
449	-1.389147	217.694203	3.464360	0.003655	3.9
450	-1.410588	218.111282	3.458317	0.002890	4.0
451	-1.335407	218.122354	3.458157	0.004414	3.8
452	-1.398490	218.613933	3.451062	0.005726	3.4
453	-1.391699	218.591375	3.451387	0.010910	3.5
454	-1.394181	218.568473	3.451717	0.010327	3.5
455	-1.376818	219.568473	3.437369	0.004783	3.4
456	-1.376887	220.568473	3.423140	0.008332	3.5
457	-1.357544	220.545572	3.423464	0.007206	3.7
458	-1.354297	221.545572	3.409350	0.003649	3.5
459	-1.393685	222.541359	3.395409	0.003767	3.6
460	-1.346084	222.680885	3.393465	0.005585	3.4
461	-1.325623	222.658333	3.393779	0.004663	3.6
462	-1.390054	222.635669	3.394095	0.005295	4.5
463	-1.406056	222.612780	3.394414	0.005074	3.9
464	-1.393447	222.594918	3.394663	0.003573	3.6
465	-1.378506	222.572028	3.394982	0.008409	3.4
466	-1.378567	223.571384	3.381110	0.004540	4.0
467	-1.343159	224.571332	3.367342	0.004046	3.7
468	-1.326253	224.548906	3.367649	0.004339	3.6
469	-1.358350	225.457641	3.355232	0.006010	3.6
470	-1.338031	225.434865	3.355542	0.004258	3.6
471	-1.381521	225.411968	3.355854	0.007370	3.7
472	-1.368404	225.389638	3.356158	0.007973	3.6
473	-1.364125	226.389638	3.342592	0.002268	3.6
474	-1.417506	226.366815	3.342900	0.005047	3.6
475	-1.345274	226.506938	3.341008	0.002394	3.4
476	-1.339517	227.231240	3.331259	0.005475	3.6
477	-1.443491	227.208492	3.331565	0.014545	3.6
478	-1.423170	228.208478	3.318196	0.006795	3.6
479	-1.373455	228.185577	3.318501	0.006689	3.6
480	-1.378221	228.257075	3.317549	0.007953	3.9
481	-1.346993	229.256407	3.304302	0.001826	3.4
482	-1.331649	229.239615	3.304523	0.007158	3.6
483	-1.326004	229.219476	3.304789	0.003693	3.9
484	-1.338202	230.218960	3.291641	0.008492	3.3
485	-1.380791	230.240465	3.291359	0.004045	3.4
486	-1.379861	231.240438	3.278311	0.004051	3.6
487	-1.350992	231.217593	3.278608	0.004615	3.5
488	-1.375499	231.198097	3.278862	0.006899	3.4
489	-1.366442	231.175200	3.279159	0.004403	3.5
490	-1.344251	232.174784	3.266212	0.010398	3.5
491	-1.335301	233.174784	3.253362	0.004413	3.2
492	-1.345638	233.151888	3.253655	0.004067	3.3
493	-1.369342	233.129088	3.253947	0.003599	3.2
494	-1.354127	233.110485	3.254185	0.007184	3.4
495	-1.356705	233.089010	3.254460	0.004956	3.4
496	-1.420854	234.089001	3.241702	0.006257	3.4
497	-1.389493	235.009624	3.230045	0.003500	3.2
498	-1.346190	234.988579	3.230311	0.004646	3.4
499	-1.375108	235.080352	3.229153	0.003969	3.7
500	-1.359332	235.187364	3.227804	0.003556	3.8
501	-1.404539	235.182796	3.227862	0.007443	3.1
502	-1.390853	236.082838	3.216561	0.004955	3.1
503	-1.367393	236.746484	3.208279	0.007801	3.7
504	-1.374291	236.723799	3.208561	0.006492	3.7
505	-1.346607	237.721822	3.196184	0.006159	3.7
506	-1.371751	238.718753	3.183916	0.007603	3.7
507	-1.418974	238.695851	3.184197	0.004394	3.3
508	-1.358810	238.977551	3.180746	0.004278	3.5
509	-1.388366	238.956541	3.181003	0.003768	3.4
510	-1.391694	239.261530	3.177276	0.008477	3.4
511	-1.394902	240.257338	3.165165	0.007062	3.4
512	-1.400554	240.893985	3.157471	0.005816	4.0
513	-1.375992	240.871086	3.157747	0.005284	4.0
514	-1.378188	240.848186	3.158023	0.006902	4.0
